executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n478.localdomain\n', 'top': ['top - 22:07:49 up 272 days, 11:37,  0 users,  load average: 3.18, 8.23, 14.62', 'Tasks: 1118 total,   3 running, 1115 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  2.6 us,  0.2 sy,  0.0 ni, 97.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 158466.4 free,  22113.9 used,  12506.3 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 169560.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3507749 ft4463    20   0   10.0g   6.0g  11008 R 100.0   3.2 293:52.58 python', '3572648 rt8452    20   0 8755204   5.9g  10036 R  94.1   3.1  99:36.53 python', '3640178 nq7776    20   0   56764   5416   3560 R  11.8   0.0   0:00.03 top', '      1 root      20   0  243204  11932   8564 S   0.0   0.0   3:50.32 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:26.81 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+'], 'uptime': ' 22:07:49 up 272 days, 11:37,  0 users,  load average: 3.18, 8.23, 14.62\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.2', 'OBR_VERSION': '0.2.0'}
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.159157,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.12098,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.1375,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.164805,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.16752,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.163509,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,5.824047,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.127265,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.178282,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,5.877768,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,0.136581,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,5.854338,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,5.878184,5.874615,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,4.623892,4.608595,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,32,0,uc2n478.localdomain,0,4.623892,0.133492,0,0,0,0
