executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n544.localdomain\n', 'top': ['top - 22:07:50 up 268 days, 17:01,  0 users,  load average: 25.34, 33.45, 37.43', 'Tasks: 1131 total,  25 running, 1106 sleeping,   0 stopped,   0 zombie', '%Cpu(s): 29.2 us,  0.9 sy,  0.0 ni, 69.8 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st', 'MiB Mem : 193086.6 total, 146326.0 free,  31984.0 used,  14776.5 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 159712.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 786607 ul_ynt07  20   0   13.4g  12.8g  23772 R 100.0   6.8   1267:59 R', ' 789502 ul_ynt07  20   0   13.4g  13.0g  24456 R 100.0   6.9   1267:37 R', '1016843 st_ac13+  20   0   34688  16212   3528 R 100.0   0.0 201:29.76 MolSim', '1016844 st_ac13+  20   0   34788  16084   3376 R 100.0   0.0 201:03.64 MolSim', '1016849 st_ac13+  20   0   34720  16144   3428 R 100.0   0.0 199:57.68 MolSim', '1016850 st_ac13+  20   0   34664  15996   3336 R 100.0   0.0 201:30.83 MolSim', '1016851 st_ac13+  20   0   34820  16140   3400 R 100.0   0.0 201:29.61 MolSim', '1016852 st_ac13+  20   0   34752  16104   3356 R 100.0   0.0 201:22.82 MolSim'], 'uptime': ' 22:07:50 up 268 days, 17:01,  0 users,  load average: 25.34, 33.45, 37.43\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.2', 'OBR_VERSION': '0.2.0'}
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,bd4c5c3d58896d138cc6c12d83a3a19b,0.868428,0.654041,252.0,125.0,1439.0,538311.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,bd4c5c3d58896d138cc6c12d83a3a19b,0.868428,0.514757,252.0,125.0,1458.0,396124.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,bd4c5c3d58896d138cc6c12d83a3a19b,0.868428,14.86591,252.0,125.0,358.0,10854520.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,bd4c5c3d58896d138cc6c12d83a3a19b,0.868428,7.563193,252.0,125.0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,0.305645,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,5.907741,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,0.457727,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,5.980858,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,6.436101,0,0,0,0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,5.917564,5.900848,0,0,0,0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,1836742bc69b2d275bf7f7bd366f50af,11.070842,72.673371,218.0,125.0,1440.0,65636839.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,1836742bc69b2d275bf7f7bd366f50af,11.070842,10.941518,218.0,125.0,0,0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,1836742bc69b2d275bf7f7bd366f50af,11.070842,0.693156,218.0,125.0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,0.454381,0,0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,0.215054,0,0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,8.10262,0,0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,8.192058,0,0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,0.36421,0,0,0,0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,8.100278,8.106173,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,0.422855,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,0.332943,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,0.317072,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,12.070157,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,0.548626,0,0,0,0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,40,0,uc2n544.localdomain,0,0.26636,12.467806,0,0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,15,40,0,uc2n544.localdomain,8ff32b370efdaaef1e22f191f7e4bb10,28.872827,304.420752,1477.0,125.0,26058.0,284914408.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,15,40,0,uc2n544.localdomain,8ff32b370efdaaef1e22f191f7e4bb10,28.872827,197.741696,1477.0,125.0,26654.0,187423410.0
